Layer,Color,Linetype,Elevation,LineWt,RefName,Angle,X_Cordinat,Y_Cordinat,Ulb_Name
TEMPLE,254,Continuous,13.9682593541,25,TEM,5.13209823531,403561.2353,1428996.2129,Tambaram
TEMPLE,254,Continuous,14.8656851191,25,TEM,5.13209823531,403118.6236,1429086.6319,Tambaram
Small Water Tank,7,Continuous,15.7153254863,25,sintax,359.803654299,403188.6245,1429163.324,Tambaram
TEMPLE,254,Continuous,16.4101131733,25,TEM,86.1320982745,403287.3369,1429175.4693,Tambaram
Culvert,20,Continuous,17.041920106,25,TEM,5.13209823531,403388.941,1429270.2079,Tambaram
TEMPLE,254,Continuous,16.094209707,25,TEM,5.13209823531,403370.101,1429176.9283,Tambaram
TEMPLE,254,BYBLOCK,7.79474585405,25,TEM,5.13209823531,402593.4844,1429093.8392,Tambaram
TEMPLE,254,BYBLOCK,7.94070125306,25,TEM,5.13209823531,402636.3596,1429094.4844,Tambaram
TEMPLE,254,BYBLOCK,9.3862595199,25,GT,350.132098273,402726.6939,1429200.0177,Tambaram
TEMPLE,254,BYBLOCK,9.30728365332,25,GT,79.1320982757,402727.5572,1429193.7391,Tambaram
Bus stop,33,Continuous,10.5668987406,25,bus,359.803654299,402844.4489,1429076.0515,Tambaram
Post Office,14,Continuous,10.5089164588,25,PB,359.803654228,402843.508,1429078.8596,Tambaram
Small Water Tank,7,BYBLOCK,10.9967673815,25,sintax,359.803654299,402866.0276,1429199.36,Tambaram
TEMPLE,254,BYBLOCK,15.8102964651,25,TEM,5.13209823531,403001.6216,1429208.5567,Tambaram
Small Water Tank,7,BYBLOCK,15.257465399,25,sintax,359.803654299,403026.5277,1429292.7521,Tambaram
Small Water Tank,7,BYBLOCK,17.7996885474,25,sintax,359.803654299,403196.83,1429190.7314,Tambaram
TEMPLE,254,Continuous,17.1039011659,25,TEM,5.13209823531,403270.4515,1429206.3064,Tambaram
Small Water Tank,7,BYBLOCK,10.9757737967,25,sintax,359.803654299,402868.488,1429374.9869,Tambaram
WELL,172,BYBLOCK,8.32858272438,25,W,359.803654299,402661.3327,1429881.558,Tambaram
WELL,172,BYBLOCK,8.56351093511,25,W,359.803654299,402817.9122,1429732.9703,Tambaram
TEMPLE,254,BYBLOCK,11.1167307232,25,TEM,349.132098317,402817.3927,1429895.6105,Tambaram
TEMPLE,254,BYBLOCK,7.50183536153,25,TEM,346.132098231,402560.5453,1429958.7342,Tambaram
TEMPLE,254,BYBLOCK,7.50183536153,25,TEM,346.132098231,402553.6225,1429958.6047,Tambaram
WELL,172,BYBLOCK,9.89810311093,25,W,359.803654299,402646.081,1430077.878,Tambaram
Bus stop,33,BYBLOCK,8.51552559845,25,bus,359.803654299,402599.6871,1430198.0514,Tambaram
TEMPLE,254,BYBLOCK,8.28359647126,25,TEM,5.13209823531,402599.9939,1430209.4624,Tambaram
Small Water Tank,7,BYBLOCK,7.16093953235,25,sintax,359.803654299,402553.5914,1430256.4743,Tambaram
Small Water Tank,7,BYBLOCK,7.21492303609,25,sintax,359.803654299,402609.9289,1430301.8502,Tambaram
TEMPLE,254,BYBLOCK,5.79935560465,25,TEM,5.13209823531,402492.8276,1430339.4775,Tambaram
Small Water Tank,7,BYBLOCK,7.56581581041,25,sintax,359.803654299,402662.6079,1430573.2407,Tambaram
WELL,172,BYBLOCK,5.30850559841,25,W,359.803654299,402555.5805,1430559.5102,Tambaram
TEMPLE,254,BYBLOCK,10.1080389588,25,TEM,351.132098226,402784.0013,1429008.0451,Tambaram
TEMPLE,254,BYBLOCK,13.4040317706,25,TEM,5.13209823531,403074.8238,1428829.2536,Tambaram
Small Water Tank,7,BYBLOCK,12.9011854302,25,sintax,359.803654299,403298.5604,1428407.545,Tambaram
WELL,172,BYBLOCK,12.4343280923,25,W,359.803654299,403416.3679,1428615.3136,Tambaram
TEMPLE,254,BYBLOCK,12.7372355299,25,TEM,5.13209823531,403477.2025,1428687.2666,Tambaram
TEMPLE,254,BYBLOCK,12.1014298192,25,TEM,5.13209823531,403279.9703,1428396.9939,Tambaram
WELL,172,BYBLOCK,10.9767734912,25,W,359.803654299,403163.6224,1428372.235,Tambaram
WELL,172,BYBLOCK,10.9767734912,25,W,359.803654299,403176.8446,1428363.6012,Tambaram
Small Water Tank,7,BYBLOCK,10.9377854052,25,sintax,359.803654299,403096.5667,1428426.9317,Tambaram
TEMPLE,254,BYBLOCK,13.6619529551,25,TEM,5.13209823531,403065.4465,1428540.7154,Tambaram
Small Water Tank,7,BYBLOCK,8.84942356603,25,sintax,359.803654299,402975.5116,1428450.1347,Tambaram
Small Water Tank,7,BYBLOCK,9.11334291766,25,sintax,359.803654299,402997.4853,1428299.9843,Tambaram
TEMPLE,254,BYBLOCK,9.58020025557,25,TEM,5.13209823531,403007.2233,1428275.6922,Tambaram
Small Water Tank,7,BYBLOCK,10.6628694139,25,sintax,359.803654299,403036.5759,1428132.2327,Tambaram
Small Water Tank,7,BYBLOCK,10.9227899875,25,sintax,359.803654299,403131.1197,1428216.8327,Tambaram
TEMPLE,254,BYBLOCK,20.6758096634,25,TEM,5.13209823531,403231.5093,1429325.7177,Tambaram
TEMPLE,254,BYBLOCK,17.3348305985,25,TEM,5.13209823531,403227.8735,1429371.5271,Tambaram
Small Water Tank,7,BYBLOCK,16.7610059477,25,sintax,359.803654299,403237.6592,1429373.1502,Tambaram
WELL,172,BYBLOCK,15.8852735536,25,W,359.803654299,403222.711,1429404.7955,Tambaram
Small Water Tank,7,BYBLOCK,15.7693089901,25,sintax,359.803654299,403206.4874,1429411.2981,Tambaram
TEMPLE,254,BYBLOCK,16.6800306921,25,TEM,5.13209823531,403506.9923,1429339.6228,Tambaram
Small Water Tank,7,BYBLOCK,16.1481932108,25,sintax,359.803654299,403405.1944,1429359.1518,Tambaram
WELL,172,BYBLOCK,14.6186606048,25,W,359.803654299,403378.8312,1429462.1353,Tambaram
Small Water Tank,7,BYBLOCK,8.67447702613,25,sintax,359.803654299,402759.6168,1428318.1232,Tambaram
TEMPLE,254,BYBLOCK,-81.9488303377,25,TEM,5.13209823531,402622.1386,1428321.8273,Tambaram
WELL,172,BYBLOCK,7.47884238771,25,W,359.803654299,402613.9909,1428326.5518,Tambaram
TEMPLE,254,BYBLOCK,5.37148635278,25,TEM,4.34451114892,402331.8176,1429465.6159,Tambaram
Small Water Tank,7,Continuous,17.333830904,25,sintax,359.803654299,403663.5074,1429406.7746,Tambaram
TEMPLE,254,Continuous,14.9525585723,25,TEM,5.13209823531,403639.5568,1429019.8941,Tambaram
TEMPLE,254,BYBLOCK,13.4040317706,25,TEM,5.13209823531,401741.1528,1429053.8248,Tambaram
Small Water Tank,7,BYBLOCK,3.45507196996,25,sintax,359.803654299,401562.6929,1429025.2539,Tambaram
Small Water Tank,7,BYBLOCK,98.5020275571,25,sintax,359.803654299,402862.3726,1429587.3984,Tambaram
WELL,172,Continuous,3.09118316697,25,W,359.803654299,401700.856,1428864.7122,Tambaram
TEMPLE,254,Continuous,6.62510327299,25,TEM,5.13209823531,402498.5151,1430219.9274,Tambaram
TEMPLE,254,BYBLOCK,9.60519261841,25,TEM,5.13209823531,402624.6362,1430155.1053,Tambaram
TEMPLE,254,Continuous,15.434411328,25,TEM,5.13209823531,403562.5241,1429657.5888,Tambaram
TEMPLE,254,Continuous,3.49106097246,25,TEM,5.13209823531,401878.9103,1428919.815,Tambaram
TEMPLE,254,Continuous,4.9216238216,25,TEM,5.13209823531,402019.677,1428824.9453,Tambaram
Small Water Tank,7,Continuous,16.9349527931,25,sintax,359.803654299,403591.7085,1429390.4514,Tambaram
Small Water Tank,7,BYBLOCK,11.5605950873,25,sintax,359.803654299,403276.4673,1428317.2234,Tambaram
TEMPLE,254,Continuous,5.02659174554,25,TEM,5.13209823531,402007.3486,1428817.7429,Tambaram
TEMPLE,254,Continuous,4.25582727546,25,TEM,5.13209823531,401988.7433,1428954.2715,Tambaram
Streetlight,254,Continuous,4.74567758718,25,PEP,359.803654299,401911.4412,1428919.2088,Tambaram
Streetlight,254,Continuous,4.62971302359,25,PEP,359.803654299,401906.1352,1428901.907,Tambaram
Streetlight,254,Continuous,4.01190181411,25,PEP,359.803654299,401899.5631,1428880.1424,Tambaram
Streetlight,254,Continuous,4.17085324179,25,PEP,359.803654299,401891.4019,1428840.3731,Tambaram
Streetlight,254,Continuous,4.30081352858,25,PEP,359.803654299,401912.9036,1428834.3163,Tambaram
Streetlight,254,Continuous,4.30181322309,25,PEP,359.803654299,401924.4911,1428830.4034,Tambaram
Streetlight,254,Continuous,4.98960304853,25,PEP,359.803654299,401950.1838,1428826.2511,Tambaram
Streetlight,254,Continuous,4.81765559217,25,PEP,359.803654299,401951.4946,1428826.0447,Tambaram
Streetlight,254,Continuous,4.56873165826,25,PEP,359.803654299,401987.5671,1428825.4274,Tambaram
Streetlight,254,Continuous,5.17454653357,25,PEP,359.803654299,402028.1899,1428824.2916,Tambaram
Streetlight,254,Continuous,5.22952973183,25,PEP,359.803654299,402050.7868,1428832.5335,Tambaram
Streetlight,254,Continuous,9.91809700121,25,PEP,359.803654299,402641.8123,1430151.0546,Tambaram
Streetlight,254,Continuous,10.6598703304,25,PEP,359.803654299,402677.1336,1430144.7714,Tambaram
Streetlight,254,Continuous,11.8635025249,25,PEP,359.803654299,402709.5869,1430140.7825,Tambaram
Streetlight,254,Continuous,13.5289935848,25,PEP,359.803654299,402748.0788,1430112.308,Tambaram
Streetlight,254,Continuous,13.3860372693,25,PEP,359.803654299,402737.9731,1430136.5295,Tambaram
Streetlight,254,Continuous,12.6772538591,25,PEP,359.803654299,402727.092,1430162.9016,Tambaram
Streetlight,254,Continuous,12.6722553865,25,PEP,359.803654299,402722.3628,1430168.5082,Tambaram
Streetlight,254,Continuous,12.0644411222,25,PEP,359.803654299,402704.7348,1430165.3937,Tambaram
Streetlight,254,Continuous,11.5276051683,25,PEP,359.803654299,402684.3442,1430169.7133,Tambaram
Streetlight,254,Continuous,10.5688981296,25,PEP,359.803654299,402658.5771,1430174.2189,Tambaram
Streetlight,254,Continuous,10.4429366209,25,PEP,359.803654299,402641.1735,1430178.738,Tambaram
Streetlight,254,Continuous,9.72915473811,25,PEP,359.803654299,402617.0139,1430184.1928,Tambaram
Streetlight,254,Continuous,9.36726532414,25,PEP,359.803654299,402608.6838,1430186.7,Tambaram
Streetlight,254,Continuous,8.05766551116,25,PEP,359.803654299,402573.3047,1430194.3892,Tambaram
Streetlight,254,Continuous,7.75975654607,25,PEP,359.803654299,402539.0506,1430202.8416,Tambaram
Streetlight,254,Continuous,6.68708433284,25,PEP,359.803654299,402490.1053,1430213.6993,Tambaram
Streetlight,254,Continuous,6.11525907099,25,PEP,359.803654299,402455.4553,1430221.9205,Tambaram
Streetlight,254,Continuous,5.39847810465,25,PEP,359.803654299,402437.8695,1430235.4739,Tambaram
Streetlight,254,Continuous,5.06258074804,25,PEP,359.803654299,402399.7308,1430242.3106,Tambaram
Streetlight,254,Continuous,4.83764948245,25,PEP,359.803654299,402378.447,1430239.7506,Tambaram
Streetlight,254,Continuous,4.94561648993,25,PEP,359.803654299,402364.603,1430249.3475,Tambaram
Streetlight,254,Continuous,4.62771363457,25,PEP,359.803654299,402333.2071,1430249.7115,Tambaram
Streetlight,254,Continuous,4.80066078544,25,PEP,359.803654299,402332.688,1430257.6485,Tambaram
Streetlight,254,Continuous,15.5163862781,25,PEP,359.803654299,403620.9164,1429641.897,Tambaram
Streetlight,254,Continuous,15.4654018579,25,PEP,359.803654299,403611.7181,1429642.6302,Tambaram
Streetlight,254,Continuous,15.2694617332,25,PEP,359.803654299,403572.6567,1429648.0675,Tambaram
Streetlight,254,Continuous,15.7593120449,25,PEP,359.803654299,403520.6861,1429652.339,Tambaram
Streetlight,254,Continuous,15.4684009414,25,PEP,359.803654299,403531.5702,1429651.7489,Tambaram
Streetlight,254,Continuous,15.4474073566,25,PEP,359.803654299,403470.5328,1429667.4095,Tambaram
Streetlight,254,Continuous,15.5723691708,25,PEP,359.803654299,403482.0629,1429662.2447,Tambaram
Streetlight,254,Continuous,15.6083581733,25,PEP,359.803654299,403485.8823,1429660.9194,Tambaram
Streetlight,254,Continuous,15.5283826122,25,PEP,359.803654299,403480.7401,1429651.9584,Tambaram
Streetlight,254,Continuous,15.9862426995,25,PEP,359.803654299,403457.6634,1429670.6062,Tambaram
Streetlight,254,Continuous,15.4464076621,25,PEP,359.803654299,403416.9455,1429683.2444,Tambaram
Streetlight,254,Continuous,15.7683092955,25,PEP,359.803654299,403398.1817,1429689.0449,Tambaram
Streetlight,254,Continuous,15.911265611,25,PEP,359.803654299,403378.4643,1429696.1914,Tambaram
Streetlight,254,Continuous,15.9142646945,25,PEP,359.803654299,403376.7872,1429697.0543,Tambaram
Streetlight,254,Continuous,15.7733077681,25,PEP,359.803654299,403359.759,1429701.4263,Tambaram
Streetlight,254,Continuous,15.5483765025,25,PEP,359.803654299,403342.1543,1429707.4301,Tambaram
Streetlight,254,Continuous,16.1102048192,25,PEP,359.803654299,403304.9342,1429720.8663,Tambaram
Streetlight,254,Continuous,15.9122653055,25,PEP,359.803654299,403320.4082,1429715.7173,Tambaram
Streetlight,254,Continuous,15.586364894,25,PEP,359.803654299,403301.2378,1429709.773,Tambaram
Streetlight,254,Continuous,16.9339530985,25,PEP,359.803654299,403263.4228,1429733.2383,Tambaram
Streetlight,254,Continuous,17.1568849751,25,PEP,359.803654299,403243.9541,1429738.7423,Tambaram
Streetlight,254,Continuous,17.3918131858,25,PEP,359.803654299,403221.5147,1429746.5087,Tambaram
Streetlight,254,Continuous,17.0759097195,25,PEP,359.803654299,403185.2555,1429759.324,Tambaram
Streetlight,254,Continuous,16.8139897569,25,PEP,359.803654299,403216.0166,1429738.1273,Tambaram
Streetlight,254,Continuous,17.1059005549,25,PEP,359.803654299,403180.5199,1429750.0421,Tambaram
Streetlight,254,Continuous,16.9829381297,25,PEP,359.803654299,403153.0051,1429758.8738,Tambaram
Streetlight,254,Continuous,16.6880282482,25,PEP,359.803654299,403125.0374,1429766.9551,Tambaram
Streetlight,254,Continuous,16.2601589963,25,PEP,359.803654299,403097.8149,1429777.7858,Tambaram
Streetlight,254,Continuous,12.6622584414,25,PEP,359.803654299,402874.1855,1429870.6509,Tambaram
Streetlight,254,Continuous,12.5702865461,25,PEP,359.803654299,402862.3093,1429883.1151,Tambaram
Streetlight,254,Continuous,11.9334811409,25,PEP,359.803654299,402847.5213,1429896.3001,Tambaram
Streetlight,254,Continuous,12.0814359289,25,PEP,359.803654299,402832.1786,1429910.4443,Tambaram
Streetlight,254,Continuous,12.523300904,25,PEP,359.803654299,402815.7398,1429957.424,Tambaram
Streetlight,254,Continuous,12.5522920449,25,PEP,359.803654299,402803.9785,1429946.0177,Tambaram
Streetlight,254,Continuous,12.7832214775,25,PEP,359.803654299,402790.9319,1429975.135,Tambaram
Streetlight,254,Continuous,13.1191188342,25,PEP,359.803654299,402777.1665,1430012.8921,Tambaram
Streetlight,254,Continuous,13.8598924688,25,PEP,359.803654299,402757.1186,1430058.4924,Tambaram
Streetlight,254,Continuous,13.6329618142,25,PEP,359.803654299,402771.3671,1430057.1328,Tambaram
Streetlight,254,Continuous,13.7149367643,25,PEP,359.803654299,402760.2561,1430076.7663,Tambaram
Streetlight,254,Continuous,13.6599535661,25,PEP,359.803654299,402756.789,1430084.1819,Tambaram
Streetlight,254,Continuous,8.02567528672,25,PEP,359.803654299,402776.4303,1428110.6789,Tambaram
Streetlight,254,Continuous,8.92140157102,25,PEP,359.803654299,402800.5964,1428292.1674,Tambaram
Streetlight,254,Continuous,16.0412258978,25,PEP,359.803654299,403493.9184,1429385.0975,Tambaram
Streetlight,254,Continuous,16.351131197,25,PEP,359.803654299,403527.9172,1429377.2426,Tambaram
Streetlight,254,Continuous,16.2291684664,25,PEP,359.803654299,403540.3283,1429390.3826,Tambaram
Streetlight,254,Continuous,16.1182023753,25,PEP,359.803654299,403561.3845,1429402.055,Tambaram
Streetlight,254,Continuous,16.3331366958,25,PEP,359.803654299,403576.0201,1429410.4556,Tambaram
Streetlight,254,Continuous,16.1761846571,25,PEP,359.803654299,403600.8922,1429421.0039,Tambaram
Streetlight,254,Continuous,16.6490401621,25,PEP,359.803654299,403620.7752,1429429.1457,Tambaram
Streetlight,254,Continuous,16.6460410786,25,PEP,359.803654299,403637.9725,1429435.3659,Tambaram
Streetlight,254,Continuous,15.9412564464,25,PEP,359.803654299,403483.7756,1429365.0762,Tambaram
Streetlight,254,Continuous,15.582366116,25,PEP,359.803654299,403508.1131,1429409.1969,Tambaram
Streetlight,254,Continuous,15.1454996135,25,PEP,359.803654299,403518.0251,1429447.749,Tambaram
Streetlight,254,Continuous,14.9115710973,25,PEP,359.803654299,403521.3753,1429467.3999,Tambaram
Streetlight,254,Continuous,14.8905775125,25,PEP,359.803654299,403525.1117,1429483.9924,Tambaram
Streetlight,254,Continuous,14.5046954302,25,PEP,359.803654299,403528.4602,1429509.8884,Tambaram
Streetlight,254,Continuous,14.6826410536,25,PEP,359.803654299,403525.6773,1429496.5671,Tambaram
Streetlight,254,Continuous,14.5916688529,25,PEP,359.803654299,403526.6024,1429501.7855,Tambaram
Streetlight,254,Continuous,14.675643192,25,PEP,359.803654299,403535.8893,1429543.6242,Tambaram
Streetlight,254,Continuous,14.7136315836,25,PEP,359.803654299,403542.5826,1429574.2054,Tambaram
Streetlight,254,Continuous,14.9525585723,25,PEP,359.803654299,403547.5172,1429603.7927,Tambaram
Streetlight,254,Continuous,15.1884864776,25,PEP,359.803654299,403550.9961,1429637.5691,Tambaram
Streetlight,254,Continuous,3.91793052982,25,PEP,359.803654299,401883.7952,1428946.1908,Tambaram
Streetlight,254,Continuous,3.80596474428,25,PEP,359.803654299,401779.3834,1428943.5689,Tambaram
Streetlight,254,Continuous,3.78197207595,25,PEP,359.803654299,401612.9185,1428824.135,Tambaram
Streetlight,254,Continuous,3.73898521186,25,PEP,359.803654299,401643.9507,1428872.268,Tambaram
Streetlight,254,Continuous,3.54304508717,25,PEP,359.803654299,401680.3425,1428872.0061,Tambaram
Streetlight,254,Continuous,3.83295649615,25,PEP,359.803654299,401722.1195,1428869.2418,Tambaram
Streetlight,254,Continuous,3.64501392757,25,PEP,359.803654299,401755.0156,1428866.5104,Tambaram
Streetlight,254,Continuous,3.71399284902,25,PEP,359.803654299,401791.1188,1428863.0406,Tambaram
Streetlight,254,Continuous,4.22283735651,25,PEP,359.803654299,401858.7192,1428728.2276,Tambaram
Streetlight,254,Continuous,4.14286179541,25,PEP,359.803654299,401851.5803,1428731.7083,Tambaram
Streetlight,254,Continuous,3.80196596623,25,PEP,359.803654299,401817.4288,1428795.2303,Tambaram
Streetlight,254,Continuous,3.52505058592,25,PEP,359.803654299,401823.3265,1429056.7548,Tambaram
Streetlight,254,Continuous,3.57303592258,25,PEP,359.803654299,401786.8621,1429056.9997,Tambaram
Streetlight,254,Continuous,3.56903714453,25,PEP,359.803654299,401765.748,1429058.2995,Tambaram
Streetlight,254,Continuous,3.43907685774,25,PEP,359.803654299,401750.9726,1429059.3589,Tambaram
Streetlight,254,Continuous,4.11886912708,25,PEP,359.803654299,401739.3258,1429066.7698,Tambaram
Streetlight,254,Continuous,3.47106708218,25,PEP,359.803654299,401710.7292,1429066.3773,Tambaram
Streetlight,254,Continuous,3.40408754976,25,PEP,359.803654299,401690.9466,1429066.8437,Tambaram
Streetlight,254,Continuous,2.87424945749,25,PEP,359.803654299,401666.1622,1429062.6845,Tambaram
Streetlight,254,Continuous,3.56603806099,25,PEP,359.803654299,401644.0817,1429059.2858,Tambaram
Streetlight,254,Continuous,3.16416086647,25,PEP,359.803654299,401612.2203,1429095.8996,Tambaram
Streetlight,254,Continuous,3.20114956348,25,PEP,359.803654299,401611.9285,1429074.3918,Tambaram
Streetlight,254,Continuous,3.48406311086,25,PEP,359.803654299,401615.8783,1429054.6461,Tambaram
Streetlight,254,Continuous,3.54404478169,25,PEP,359.803654299,401618.9317,1429032.7761,Tambaram
Streetlight,254,Continuous,3.31011626547,25,PEP,359.803654299,401711.729,1429023.5442,Tambaram
Streetlight,254,Continuous,3.10217980662,25,PEP,359.803654299,401692.409,1429021.7156,Tambaram
Streetlight,254,Continuous,3.35110374054,25,PEP,359.803654299,401717.3759,1429023.0569,Tambaram
Streetlight,254,Continuous,3.06519110961,25,PEP,359.803654299,401686.2476,1429014.5519,Tambaram
Streetlight,254,Continuous,2.99821157719,25,PEP,359.803654299,401691.2739,1429134.0231,Tambaram
Streetlight,254,Continuous,3.40008877171,25,PEP,359.803654299,401713.6742,1429137.3146,Tambaram
Streetlight,254,Continuous,2.70830016821,25,PEP,359.803654299,401753.2449,1429138.3461,Tambaram
Streetlight,254,Continuous,3.39509029914,25,PEP,359.803654299,401716.1,1429137.2582,Tambaram
Streetlight,254,Continuous,4.04489173306,25,PEP,359.803654299,402267.0642,1430274.7215,Tambaram
Streetlight,254,Continuous,4.39778389641,25,PEP,359.803654299,402289.0085,1429299.3846,Tambaram
Streetlight,254,Continuous,4.72868278045,25,PEP,359.803654299,402323.0392,1429294.9231,Tambaram
Streetlight,254,Continuous,4.47775945751,25,PEP,359.803654299,402041.5981,1428955.4926,Tambaram
Streetlight,254,Continuous,5.05158410839,25,PEP,359.803654299,402115.6707,1428930.3262,Tambaram
Streetlight,254,Continuous,5.17354683906,25,PEP,359.803654299,402154.3227,1428928.6165,Tambaram
Streetlight,254,Continuous,5.53143747497,25,PEP,359.803654299,402175.5596,1428930.89,Tambaram
Streetlight,254,Continuous,4.22283735651,25,PEP,359.803654299,401858.2181,1428730.2896,Tambaram
Streetlight,254,Continuous,4.14286179541,25,PEP,359.803654299,401852.6303,1428736.6825,Tambaram
Streetlight,254,Continuous,4.70469011212,25,PEP,359.803654299,402003.4401,1428887.6922,Tambaram
Streetlight,254,Continuous,4.88863390265,25,PEP,359.803654299,402136.4425,1428910.1795,Tambaram
Streetlight,254,Continuous,4.94261740639,25,PEP,359.803654299,402160.3975,1428915.013,Tambaram
Streetlight,254,Continuous,4.86264184529,25,PEP,359.803654299,402159.8064,1428904.3712,Tambaram
Streetlight,254,Continuous,4.01390120314,25,PEP,359.803654299,401933.3207,1428951.0357,Tambaram
Streetlight,254,Continuous,4.32580589142,25,PEP,359.803654299,401959.2658,1428943.2363,Tambaram
Streetlight,254,Continuous,4.77666811711,25,PEP,359.803654299,401995.0369,1428939.7287,Tambaram
Streetlight,254,Continuous,4.07188348493,25,PEP,359.803654299,401996.7899,1428960.255,Tambaram
Streetlight,254,Continuous,2.88824518068,25,PEP,359.803654299,402010.3773,1429183.074,Tambaram
Streetlight,254,Continuous,2.97022013081,25,PEP,359.803654299,402042.6244,1429178.075,Tambaram
Streetlight,254,Continuous,2.97921738143,25,PEP,359.803654299,402076.3061,1429170.7608,Tambaram
Streetlight,254,Continuous,4.11786943256,25,PEP,359.803654299,402112.6608,1429165.5033,Tambaram
Streetlight,254,Continuous,3.88294122184,25,PEP,359.803654299,402149.5804,1429162.9065,Tambaram
Streetlight,254,Continuous,4.09687584778,25,PEP,359.803654299,402139.4796,1429103.9865,Tambaram
Streetlight,254,Continuous,3.79596779914,25,PEP,359.803654299,402147.2168,1429137.1681,Tambaram
Streetlight,254,Continuous,4.18085018693,25,PEP,359.803654299,402197.4192,1429129.0839,Tambaram
Streetlight,254,Continuous,4.20984132783,25,PEP,359.803654299,402243.2726,1429157.371,Tambaram
Streetlight,254,Continuous,4.58472677047,25,PEP,359.803654299,402234.5139,1429100.4298,Tambaram
Streetlight,254,Continuous,4.57073104728,25,PEP,359.803654299,402237.6849,1429124.0054,Tambaram
Streetlight,254,Continuous,3.31011626547,25,PEP,359.803654299,401713.5282,1429023.5971,Tambaram
Streetlight,254,Continuous,3.10217980662,25,PEP,359.803654299,401691.2448,1429021.5039,Tambaram
Streetlight,254,Continuous,3.35110374054,25,PEP,359.803654299,401722.7205,1429022.2631,Tambaram
Streetlight,254,Continuous,2.09448773678,25,PEP,359.803654299,401763.1249,1429020.4354,Tambaram
Streetlight,254,Continuous,3.06519110961,25,PEP,359.803654299,401685.3745,1429013.52,Tambaram
Streetlight,254,Continuous,3.59402950737,25,PEP,359.803654299,401827.5134,1429020.5746,Tambaram
Streetlight,254,Continuous,3.34310618443,25,PEP,359.803654299,401856.0282,1429012.7808,Tambaram
Streetlight,254,Continuous,3.52205150238,25,PEP,359.803654299,401873.4808,1429007.5019,Tambaram
Streetlight,254,Continuous,3.72998796124,25,PEP,359.803654299,401895.1718,1429001.6118,Tambaram
Streetlight,254,Continuous,3.68000323555,25,PEP,359.803654299,401921.3147,1428990.4052,Tambaram
Streetlight,254,Continuous,3.33011015575,25,PEP,359.803654299,401906.944,1429041.0219,Tambaram
Streetlight,254,Continuous,3.55904019939,25,PEP,359.803654299,401897.6683,1429016.1897,Tambaram
Streetlight,254,Continuous,3.4430756358,25,PEP,359.803654299,401872.4068,1429050.3828,Tambaram
Streetlight,254,Continuous,3.76397757471,25,PEP,359.803654299,401836.7556,1429061.9071,Tambaram
Streetlight,254,Continuous,3.35410282408,25,PEP,359.803654299,401770.8814,1429096.8201,Tambaram
Streetlight,254,Continuous,3.2541333727,25,PEP,359.803654299,401790.8317,1429097.8431,Tambaram
Streetlight,254,Continuous,3.3700979363,25,PEP,359.803654299,401820.8838,1429098.2666,Tambaram
Streetlight,254,Continuous,3.37609610338,25,PEP,359.803654299,401849.0784,1429102.2647,Tambaram
Streetlight,254,Continuous,3.45507196996,25,PEP,359.803654299,401856.2147,1429127.0077,Tambaram
Streetlight,254,Continuous,2.81126870312,25,PEP,359.803654299,401864.8183,1429143.6114,Tambaram
Streetlight,254,Continuous,2.99821157719,25,PEP,359.803654299,401685.1356,1429141.114,Tambaram
Streetlight,254,Continuous,3.40008877171,25,PEP,359.803654299,401713.2509,1429142.9238,Tambaram
Streetlight,254,Continuous,2.70830016821,25,PEP,359.803654299,401750.9166,1429138.3461,Tambaram
Streetlight,254,Continuous,2.45737684526,25,PEP,359.803654299,401800.3043,1429239.9269,Tambaram
Streetlight,254,Continuous,2.87025067943,25,PEP,359.803654299,401797.1682,1429202.3907,Tambaram
Streetlight,254,Continuous,2.89224395874,25,PEP,359.803654299,401795.7725,1429166.439,Tambaram
Streetlight,254,Continuous,3.10517889016,25,PEP,359.803654299,401791.8832,1429139.4841,Tambaram
Streetlight,254,Continuous,3.64201484403,25,PEP,359.803654299,401826.5714,1429141.2725,Tambaram
Streetlight,254,Continuous,3.26912879041,25,PEP,359.803654299,401846.2549,1429182.5594,Tambaram
Streetlight,254,Continuous,3.27712634652,25,PEP,359.803654299,401877.0027,1429178.1043,Tambaram
Streetlight,254,Continuous,3.26313062333,25,PEP,359.803654299,401872.6109,1429184.4109,Tambaram
Streetlight,254,Continuous,2.99521249365,25,PEP,359.803654299,401960.63,1429165.7731,Tambaram
Streetlight,254,Continuous,3.27612665201,25,PEP,359.803654299,401945.5878,1429170.5316,Tambaram
Streetlight,254,Continuous,2.82126564826,25,PEP,359.803654299,401910.536,1429178.7788,Tambaram
Streetlight,254,Continuous,3.23413948243,25,PEP,359.803654299,401876.1605,1429209.0678,Tambaram
Streetlight,254,Continuous,3.33510862832,25,PEP,359.803654299,401840.7465,1429225.5461,Tambaram
Streetlight,254,Continuous,3.21214620313,25,PEP,359.803654299,401881.5442,1429234.5405,Tambaram
Streetlight,254,Continuous,14.4807027619,25,PEP,359.803654299,403584.2192,1429010.1349,Tambaram
Streetlight,254,Continuous,14.4657073442,25,PEP,359.803654299,403496.1671,1429090.9426,Tambaram
Streetlight,254,Continuous,14.6826410536,25,PEP,359.803654299,403590.4271,1429036.9288,Tambaram
Streetlight,254,Continuous,14.7606172257,25,PEP,359.803654299,403578.9879,1429080.3227,Tambaram
