Layer,Color,Linetype,Elevation,LineWt,RefName,Angle,X_Cordinat,Y_Cordinat,Ulb_Name
Manhole,254,Continuous,11.9474768641,18,PMH,5.13209823531,403303.1036,1428531.8152,Tambaram
Manhole,254,Continuous,12.091432874,18,PMH,5.13209823531,403314.0938,1428548.2971,Tambaram
Manhole,254,Continuous,12.0654408167,18,PMH,5.13209823531,403336.1584,1428664.6405,Tambaram
Manhole,254,Continuous,12.1774066022,18,PMH,5.13209823531,403354.678,1428657.6719,Tambaram
Manhole,254,Continuous,12.2603812469,18,PMH,5.13209823531,403369.77,1428649.8488,Tambaram
Manhole,254,Continuous,12.2503843017,18,PMH,5.13209823531,403395.0611,1428659.415,Tambaram
Manhole,254,Continuous,12.0684399002,18,PMH,5.13209823531,403324.6648,1428563.2996,Tambaram
Manhole,254,Continuous,12.3973393952,18,PMH,5.13209823531,403385.3298,1428646.1712,Tambaram
Manhole,254,Continuous,12.3153644451,18,PMH,5.13209823531,403370.0644,1428626.545,Tambaram
Manhole,254,Continuous,12.4223317581,18,PMH,5.13209823531,403366.9887,1428595.5595,Tambaram
Manhole,254,Continuous,13.0111518267,18,PMH,5.13209823531,403475.1987,1428737.6909,Tambaram
Manhole,254,Continuous,7.39986652113,18,PMH,5.13209823531,402643.8461,1429573.585,Tambaram
Manhole,254,Continuous,8.03667192637,18,PMH,5.13209823531,402740.3205,1429488.7953,Tambaram
Manhole,254,Continuous,7.8347336346,18,PMH,5.13209823531,402746.6348,1429525.0323,Tambaram
Manhole,254,Continuous,8.24060960717,18,PMH,5.13209823531,402737.8401,1429471.7022,Tambaram
Manhole,254,Continuous,7.61979931415,18,PMH,5.13209823531,402707.3677,1429494.2578,Tambaram
Manhole,254,Continuous,8.14963740642,18,PMH,5.13209823531,402697.5434,1429431.2705,Tambaram
Manhole,254,Continuous,8.12164596004,18,PMH,5.13209823531,402700.0656,1429447.4458,Tambaram
Manhole,254,Continuous,8.17962824184,18,PMH,5.13209823531,402660.3366,1429436.4221,Tambaram
Manhole,254,Continuous,7.87172233161,18,PMH,5.13209823531,402664.5027,1429455.3772,Tambaram
Manhole,254,Continuous,7.40686438273,18,PMH,5.13209823531,402623.6948,1429477.5882,Tambaram
Manhole,254,Continuous,7.33388668322,18,PMH,5.13209823531,402617.2904,1429442.9349,Tambaram
Manhole,254,Continuous,7.44785185779,18,PMH,5.13209823531,402613.3951,1429424.2339,Tambaram
Manhole,254,Continuous,5.93331466949,18,PMH,5.13209823531,402434.2856,1429071.001,Tambaram
Manhole,254,Continuous,5.83534460715,18,PMH,5.13209823531,402437.6222,1429097.6118,Tambaram
Manhole,254,Continuous,6.36818178296,18,PMH,5.13209823531,402480.0624,1429087.4706,Tambaram
Manhole,254,Continuous,6.2762098877,18,PMH,5.13209823531,402481.8413,1429098.9871,Tambaram
Manhole,254,Continuous,5.96130611588,18,PMH,5.13209823531,402419.3586,1429121.1069,Tambaram
Manhole,254,Continuous,6.03028503732,18,PMH,5.13209823531,402441.1278,1429117.484,Tambaram
Manhole,254,Continuous,5.87233330415,18,PMH,5.13209823531,402482.7196,1429108.8686,Tambaram
Manhole,254,Continuous,6.39017506227,18,PMH,5.13209823531,402489.4999,1429151.2087,Tambaram
Manhole,254,Continuous,4.12086851611,18,PMH,5.13209823531,401995.2874,1428970.8367,Tambaram
Manhole,254,Continuous,3.15716300487,18,PMH,5.13209823531,402029.5757,1429176.8883,Tambaram
Manhole,254,Continuous,3.10018041759,18,PMH,5.13209823531,402002.436,1429181.4342,Tambaram
Manhole,254,Continuous,3.27712634652,18,PMH,5.13209823531,402058.9929,1429170.9484,Tambaram
Manhole,254,Continuous,3.79496810463,18,PMH,5.13209823531,402093.819,1429165.6696,Tambaram
Manhole,254,Continuous,3.9459219762,18,PMH,5.13209823531,402119.3288,1429161.6102,Tambaram
Manhole,254,Continuous,3.6909998752,18,PMH,5.13209823531,402147.2793,1429160.6053,Tambaram
Manhole,254,Continuous,4.18884774304,18,PMH,5.13209823531,402135.6434,1429101.7765,Tambaram
Manhole,254,Continuous,3.95092044877,18,PMH,5.13209823531,402139.8281,1429121.5202,Tambaram
Manhole,254,Continuous,4.21583949491,18,PMH,5.13209823531,402237.801,1429154.3406,Tambaram
Manhole,254,Continuous,3.35910129665,18,PMH,5.13209823531,401670.6906,1429012.1158,Tambaram
Manhole,254,Continuous,3.17915628417,18,PMH,5.13209823531,401801.1681,1429018.5118,Tambaram
Manhole,254,Continuous,3.46007044253,18,PMH,5.13209823531,401766.33,1429094.5713,Tambaram
Manhole,254,Continuous,3.37709579789,18,PMH,5.13209823531,401795.4949,1429095.716,Tambaram
Manhole,254,Continuous,3.36010099116,18,PMH,5.13209823531,401818.4759,1429096.3855,Tambaram
Manhole,254,Continuous,2.68630688891,18,PMH,5.13209823531,401795.2384,1429221.9788,Tambaram
Manhole,254,Continuous,3.45507196996,18,PMH,5.13209823531,401851.757,1429145.951,Tambaram
Manhole,254,Continuous,3.69299926423,18,PMH,5.13209823531,401871.6611,1429162.108,Tambaram
Manhole,254,Continuous,3.27712634652,18,PMH,5.13209823531,401875.1696,1429181.6779,Tambaram
Manhole,254,Continuous,2.99121371559,18,PMH,5.13209823531,401841.793,1429223.5196,Tambaram
Manhole,254,Continuous,2.96022318567,18,PMH,5.13209823531,401862.5864,1429222.6083,Tambaram
Manhole,254,Continuous,2.97621829789,18,PMH,5.13209823531,401851.7352,1429223.1263,Tambaram
Manhole,254,Continuous,15.5683703928,18,PMH,5.13209823531,403651.5605,1429098.3719,Tambaram
Manhole,254,Continuous,16.4860899564,18,PMH,5.13209823531,403657.5961,1429175.8507,Tambaram
Manhole,254,Continuous,16.2571599127,18,PMH,5.13209823531,403632.9229,1429177.5604,Tambaram
Manhole,254,Continuous,16.0752155113,18,PMH,5.13209823531,403610.3296,1429179.8462,Tambaram
Manhole,254,Continuous,17.1128984165,18,PMH,5.13209823531,403652.3231,1429250.0862,Tambaram
Manhole,254,Continuous,16.893965318,18,PMH,5.13209823531,403618.7121,1429250.0315,Tambaram
Manhole,254,Continuous,17.9236506671,18,PMH,5.13209823531,403643.7485,1429333.5099,Tambaram
Manhole,254,Continuous,17.1948733666,18,PMH,5.13209823531,403608.1428,1429311.8817,Tambaram
Manhole,254,Continuous,17.5937514776,18,PMH,5.13209823531,403620.6991,1429321.7924,Tambaram
Manhole,254,Continuous,17.1498871135,18,PMH,5.13209823531,403579.0777,1429314.1548,Tambaram
Manhole,254,Continuous,17.148887419,18,PMH,5.13209823531,403571.2712,1429325.2931,Tambaram
Manhole,254,Continuous,17.25985351,18,PMH,5.13209823531,403574.012,1429310.3867,Tambaram
Manhole,254,Continuous,16.9499482108,18,PMH,5.13209823531,403540.9519,1429292.0266,Tambaram
Manhole,254,Continuous,17.1908745886,18,PMH,5.13209823531,403552.0082,1429298.0701,Tambaram
Manhole,254,Continuous,16.9759402681,18,PMH,5.13209823531,403529.5731,1429285.1959,Tambaram
Manhole,254,Continuous,16.7929961721,18,PMH,5.13209823531,403513.1026,1429275.8949,Tambaram
Manhole,254,Continuous,16.7240172507,18,PMH,5.13209823531,403526.7447,1429252.5648,Tambaram
Manhole,254,Continuous,17.8996579988,18,PMH,5.13209823531,403640.3522,1429332.6463,Tambaram
Manhole,254,Continuous,15.8312900499,18,PMH,5.13209823531,403598.6472,1429136.2282,Tambaram
Manhole,254,Continuous,15.7873034913,18,PMH,5.13209823531,403570.7867,1429135.1412,Tambaram
Manhole,254,Continuous,15.8642799689,18,PMH,5.13209823531,403508.6007,1429177.1652,Tambaram
Manhole,254,Continuous,15.9922408666,18,PMH,5.13209823531,403570.5348,1429178.4422,Tambaram
Manhole,254,Continuous,15.9122653055,18,PMH,5.13209823531,403485.2406,1429209.3439,Tambaram
Manhole,254,Continuous,15.9992387282,18,PMH,5.13209823531,403462.7223,1429176.4274,Tambaram
Manhole,254,Continuous,14.6306569389,18,PMH,5.13209823531,403432.1956,1429103.488,Tambaram
Manhole,254,Continuous,14.9015741521,18,PMH,5.13209823531,403431.3977,1429122.8301,Tambaram
Manhole,254,Continuous,15.2314733417,18,PMH,5.13209823531,403402.0148,1429135.6077,Tambaram
Manhole,254,Continuous,2.84925709465,18,PMH,5.13209823531,402088.0674,1429791.5756,Tambaram
Manhole,254,Continuous,2.83726076048,18,PMH,5.13209823531,402051.7619,1429771.0281,Tambaram
Manhole,254,Continuous,2.76928153355,18,PMH,5.13209823531,402067.2375,1429796.1759,Tambaram
Manhole,254,Continuous,2.85225617819,18,PMH,5.13209823531,402069.2951,1429829.4031,Tambaram
Manhole,254,Continuous,2.62232644003,18,PMH,5.13209823531,402084.9918,1429856.2699,Tambaram
Manhole,254,Continuous,2.4673737904,18,PMH,5.13209823531,402087.4889,1429884.7143,Tambaram
Manhole,254,Continuous,2.86725159589,18,PMH,5.13209823531,402099.6536,1429902.432,Tambaram
Manhole,254,Continuous,2.80127175799,18,PMH,5.13209823531,402123.6245,1429897.9014,Tambaram
Manhole,254,Continuous,2.8462580111,18,PMH,5.13209823531,402146.8847,1429893.1212,Tambaram
Manhole,254,Continuous,2.9112381545,18,PMH,5.13209823531,402149.8093,1430059.103,Tambaram
Manhole,254,Continuous,3.30411809839,18,PMH,5.13209823531,402052.715,1429450.3786,Tambaram
Manhole,254,Continuous,3.25513306722,18,PMH,5.13209823531,402055.0978,1429336.5843,Tambaram
Manhole,254,Continuous,3.10517889016,18,PMH,5.13209823531,402011.4445,1429350.9121,Tambaram
Manhole,254,Continuous,3.38309396498,18,PMH,5.13209823531,402027.2859,1429304.7116,Tambaram
Manhole,254,Continuous,3.2681290959,18,PMH,5.13209823531,402041.2013,1429374.7574,Tambaram
Manhole,254,Continuous,3.39908907719,18,PMH,5.13209823531,402009.3745,1429397.808,Tambaram
Manhole,254,Continuous,3.39808938268,18,PMH,5.13209823531,401978.5994,1429401.1858,Tambaram
Manhole,254,Continuous,3.23014070437,18,PMH,5.13209823531,402050.1756,1429427.6782,Tambaram
Manhole,254,Continuous,3.60002767445,18,PMH,5.13209823531,402045.7676,1429397.0779,Tambaram
Manhole,254,Continuous,2.99321310462,18,PMH,5.13209823531,402084.582,1429499.8441,Tambaram
Manhole,254,Continuous,3.54404478169,18,PMH,5.13209823531,402291.0994,1429887.2723,Tambaram
Manhole,254,Continuous,3.04919599739,18,PMH,5.13209823531,402201.9297,1429882.0196,Tambaram
Manhole,254,Continuous,2.81726687021,18,PMH,5.13209823531,402124.5238,1429897.4904,Tambaram
Manhole,254,Continuous,2.86625190138,18,PMH,5.13209823531,402144.2257,1429893.7624,Tambaram
Manhole,254,Continuous,3.04619691385,18,PMH,5.13209823531,402168.5633,1429860.9006,Tambaram
Manhole,254,Continuous,3.95591892134,18,PMH,5.13209823531,402224.1199,1429641.4838,Tambaram
Manhole,254,Continuous,3.88893938892,18,PMH,5.13209823531,402233.0507,1429676.5996,Tambaram
Manhole,254,Continuous,3.96991464453,18,PMH,5.13209823531,402240.281,1429705.9658,Tambaram
Manhole,254,Continuous,3.75797940762,18,PMH,5.13209823531,402245.7893,1429729.7443,Tambaram
Manhole,254,Continuous,3.91493144628,18,PMH,5.13209823531,402259.6069,1429817.527,Tambaram
Manhole,254,Continuous,3.73298704478,18,PMH,5.13209823531,402257.7632,1429792.4834,Tambaram
Manhole,254,Continuous,4.76067300489,18,PMH,5.13209823531,402310.9875,1429144.7049,Tambaram
Manhole,254,Continuous,4.59872249367,18,PMH,5.13209823531,402257.9301,1429115.2527,Tambaram
Manhole,254,Continuous,3.97591281162,18,PMH,5.13209823531,402187.2809,1429128.5859,Tambaram
Manhole,254,Continuous,4.16185599117,18,PMH,5.13209823531,402195.1729,1429127.1435,Tambaram
Manhole,254,Continuous,4.877637263,18,PMH,5.13209823531,402319.2327,1429046.3386,Tambaram
Manhole,254,Continuous,4.84264795502,18,PMH,5.13209823531,402280.3506,1429148.0508,Tambaram
Manhole,254,Continuous,7.92370644632,18,PMH,5.13209823531,402645.0367,1428384.741,Tambaram
Manhole,254,Continuous,7.88771744383,18,PMH,5.13209823531,402644.2205,1428339.7626,Tambaram
Manhole,254,Continuous,8.70946633411,18,PMH,5.13209823531,402714.3654,1428260.07,Tambaram
Manhole,254,Continuous,8.62949077301,18,PMH,5.13209823531,402715.3955,1428278.4281,Tambaram
Manhole,254,Continuous,15.2354721197,18,PMH,5.13209823531,403471.159,1429439.8133,Tambaram
Manhole,254,Continuous,14.5416841272,18,PMH,5.13209823531,403445.9081,1429444.7417,Tambaram
Manhole,254,Continuous,14.2097855486,18,PMH,5.13209823531,403331.049,1429461.8998,Tambaram
Manhole,254,Continuous,14.3787339215,18,PMH,5.13209823531,403418.1888,1429449.7859,Tambaram
Manhole,254,Continuous,15.39942202,18,PMH,5.13209823531,403465.3311,1429413.1007,Tambaram
Manhole,254,Continuous,15.1255057232,18,PMH,5.13209823531,403442.3772,1429418.1345,Tambaram
Manhole,254,Continuous,14.891577207,18,PMH,5.13209823531,403418.5798,1429423.172,Tambaram
Manhole,254,Continuous,14.9545579614,18,PMH,5.13209823531,403393.693,1429430.4588,Tambaram
Manhole,254,Continuous,16.5910578803,18,PMH,5.13209823531,403452.2945,1429345.8018,Tambaram
Manhole,254,Continuous,16.5030847631,18,PMH,5.13209823531,403429.856,1429346.8488,Tambaram
Manhole,254,Continuous,16.0672179551,18,PMH,5.13209823531,403344.0749,1429360.8776,Tambaram
Manhole,254,Continuous,16.0602200935,18,PMH,5.13209823531,403372.575,1429356,Tambaram
Manhole,254,Continuous,16.2521614402,18,PMH,5.13209823531,403313.5914,1429365.1224,Tambaram
Manhole,254,Continuous,16.4441027868,18,PMH,5.13209823531,403285.3069,1429366.9822,Tambaram
Manhole,254,Continuous,10.7878312281,18,PMH,5.13209823531,402914.6325,1429394.865,Tambaram
Manhole,254,Continuous,8.67147794259,18,PMH,5.13209823531,402865.1958,1428358.8986,Tambaram
Manhole,254,Continuous,7.10795572312,18,PMH,5.13209823531,402696.2089,1428499.3021,Tambaram
Manhole,254,Continuous,7.09795877798,18,PMH,5.13209823531,402714.2867,1428486.0157,Tambaram
Manhole,254,Continuous,7.15094258721,18,PMH,5.13209823531,402740.9679,1428477.3279,Tambaram
Manhole,254,Continuous,7.41086316078,18,PMH,5.13209823531,402733.239,1428444.3742,Tambaram
Manhole,254,Continuous,8.53951826678,18,PMH,5.13209823531,402806.5676,1428366.2811,Tambaram
Manhole,254,Continuous,8.70346816703,18,PMH,5.13209823531,402805.3482,1428341.7544,Tambaram
Manhole,254,Continuous,9.03536674559,18,PMH,5.13209823531,402903.7611,1428233.2892,Tambaram
Manhole,254,Continuous,9.06135880294,18,PMH,5.13209823531,402877.5048,1428234.6053,Tambaram
Manhole,254,Continuous,9.15932886529,18,PMH,5.13209823531,402852.3222,1428230.7089,Tambaram
Manhole,254,Continuous,9.17532397751,18,PMH,5.13209823531,402855.4321,1428265.9748,Tambaram
Manhole,254,Continuous,9.57920056105,18,PMH,5.13209823531,402879.7854,1428274.8577,Tambaram
Manhole,254,Continuous,8.66847885905,18,PMH,5.13209823531,402865.0302,1428333.3713,Tambaram
Manhole,254,Continuous,18.6514282731,18,PMH,5.13209823531,403258.0562,1429319.3761,Tambaram
Manhole,254,Continuous,17.94864303,18,PMH,5.13209823531,403281.1099,1429317.7854,Tambaram
Manhole,254,Continuous,17.2568544265,18,PMH,5.13209823531,403335.869,1429313.7748,Tambaram
Manhole,254,Continuous,17.1059005549,18,PMH,5.13209823531,403368.0465,1429311.0693,Tambaram
Manhole,254,Continuous,13.1651047818,18,PMH,5.13209823531,403197.9822,1429674.4913,Tambaram
Manhole,254,Continuous,11.174713005,18,PMH,5.13209823531,403005.6234,1429676.9363,Tambaram
Manhole,254,Continuous,11.5805889775,18,PMH,5.13209823531,403037.1048,1429666.3521,Tambaram
Manhole,254,Continuous,12.5532917394,18,PMH,5.13209823531,403126.5894,1429650.7618,Tambaram
Manhole,254,Continuous,12.5762847132,18,PMH,5.13209823531,403162.0721,1429647.1689,Tambaram
Manhole,254,Continuous,13.2560769825,18,PMH,5.13209823531,403165.234,1429691.6646,Tambaram
Manhole,254,Continuous,13.3700421571,18,PMH,5.13209823531,403139.4882,1429697.6955,Tambaram
Manhole,254,Continuous,13.3720415461,18,PMH,5.13209823531,403109.9905,1429708.4037,Tambaram
Manhole,254,Continuous,13.1751017269,18,PMH,5.13209823531,403081.4992,1429718.5201,Tambaram
Manhole,254,Continuous,14.0968200686,18,PMH,5.13209823531,403049.8027,1429777.6908,Tambaram
Manhole,254,Continuous,12.8671958167,18,PMH,5.13209823531,403036.3127,1429739.3725,Tambaram
Manhole,254,Continuous,13.4440195511,18,PMH,5.13209823531,403043.1918,1429757.5715,Tambaram
Manhole,254,Continuous,12.6302682169,18,PMH,5.13209823531,403008.1329,1429744.8017,Tambaram
Manhole,254,Continuous,12.3953400062,18,PMH,5.13209823531,402978.2408,1429754.6798,Tambaram
Manhole,254,Continuous,11.902490611,18,PMH,5.13209823531,402956.3566,1429762.6159,Tambaram
Manhole,254,Continuous,14.2777647756,18,PMH,5.13209823531,403049.5087,1429101.2135,Tambaram
Manhole,254,Continuous,16.1212014589,18,PMH,5.13209823531,403434.6832,1429176.9561,Tambaram
Manhole,254,Continuous,15.841286995,18,PMH,5.13209823531,403373.8537,1429170.4792,Tambaram
Manhole,254,Continuous,15.325444626,18,PMH,5.13209823531,403299.4055,1429108.2491,Tambaram
Manhole,254,Continuous,15.253466621,18,PMH,5.13209823531,403354.5915,1429094.5529,Tambaram
Manhole,254,Continuous,9.22530870319,18,PMH,5.13209823531,402982.5954,1428346.8326,Tambaram
Manhole,254,Continuous,9.30228518075,18,PMH,5.13209823531,403053.3231,1428623.6748,Tambaram
Manhole,254,Continuous,9.19431817327,18,PMH,5.13209823531,403050.1606,1428597.2952,Tambaram
Manhole,254,Continuous,8.80143822937,18,PMH,5.13209823531,403016.9597,1428566.6037,Tambaram
Manhole,254,Continuous,8.65548283037,18,PMH,5.13209823531,402995.2943,1428566.5948,Tambaram
Manhole,254,Continuous,9.01637254983,18,PMH,5.13209823531,403029.7806,1428523.9673,Tambaram
Manhole,254,Continuous,8.83542784284,18,PMH,5.13209823531,403014.8172,1428525.1805,Tambaram
Manhole,254,Continuous,9.29928609721,18,PMH,5.13209823531,403020.5611,1428475.7322,Tambaram
Manhole,254,Continuous,8.99537896504,18,PMH,5.13209823531,403001.4215,1428479.0819,Tambaram
Manhole,254,Continuous,8.93339790519,18,PMH,5.13209823531,402971.7812,1428400.5706,Tambaram
Manhole,254,Continuous,8.14263954483,18,PMH,5.13209823531,402881.0509,1428493.8126,Tambaram
Manhole,254,Continuous,8.86541867825,18,PMH,5.13209823531,402965.5817,1428437.4008,Tambaram
Manhole,254,Continuous,8.67447702613,18,PMH,5.13209823531,402943.2064,1428439.6851,Tambaram
Manhole,254,Continuous,8.07566001241,18,PMH,5.13209823531,402872.9801,1428458.2323,Tambaram
Manhole,254,Continuous,8.28459616578,18,PMH,5.13209823531,402902.9113,1428444.7099,Tambaram
Manhole,254,Continuous,9.02636949496,18,PMH,5.13209823531,402946.1015,1428396.0743,Tambaram
Manhole,254,Continuous,8.41855523062,18,PMH,5.13209823531,402902.2059,1428405.3994,Tambaram
Manhole,254,Continuous,10.633878273,18,PMH,5.13209823531,403062.214,1428463.7958,Tambaram
Manhole,254,Continuous,10.9777731858,18,PMH,5.13209823531,403099.4308,1428418.2547,Tambaram
Manhole,254,Continuous,10.1600230735,18,PMH,5.13209823531,403136.9576,1428322.6699,Tambaram
Manhole,254,Continuous,10.0920438466,18,PMH,5.13209823531,403107.8964,1428329.5509,Tambaram
Manhole,254,Continuous,10.0180664526,18,PMH,5.13209823531,403093.8391,1428341.9793,Tambaram
Manhole,254,Continuous,9.90510097253,18,PMH,5.13209823531,403092.6764,1428351.6059,Tambaram
Manhole,254,Continuous,9.73315351617,18,PMH,5.13209823531,403052.3137,1428366.2132,Tambaram
Manhole,254,Continuous,9.70216298624,18,PMH,5.13209823531,403062.6288,1428419.4124,Tambaram
Manhole,254,Continuous,9.36726532414,18,PMH,5.13209823531,403036.8613,1428427.3451,Tambaram
Manhole,254,Continuous,9.1313374189,18,PMH,5.13209823531,403001.2898,1428432.6244,Tambaram
Manhole,254,Continuous,9.42924638399,18,PMH,5.13209823531,403012.174,1428377.2201,Tambaram
Manhole,254,Continuous,6.69308249992,18,PMH,5.13209823531,402565.3896,1430348.1274,Tambaram
Manhole,254,Continuous,6.56212251863,18,PMH,5.13209823531,402560.4302,1430318.4696,Tambaram
Manhole,254,Continuous,7.43485582911,18,PMH,5.13209823531,402603.2715,1430278.9117,Tambaram
Manhole,254,Continuous,7.13194839145,18,PMH,5.13209823531,402602.8252,1430301.8202,Tambaram
Manhole,254,Continuous,8.01067986902,18,PMH,5.13209823531,402624.9868,1430415.142,Tambaram
Manhole,254,Continuous,7.84972905231,18,PMH,5.13209823531,402622.5604,1430393.3324,Tambaram
Manhole,254,Continuous,8.23161235655,18,PMH,5.13209823531,402625.8566,1430434.5012,Tambaram
Manhole,254,Continuous,7.93970155854,18,PMH,5.13209823531,402635.8435,1430467.9152,Tambaram
Manhole,254,Continuous,7.02798016202,18,PMH,5.13209823531,402618.8117,1430496.0187,Tambaram
Manhole,254,Continuous,6.6331008291,18,PMH,5.13209823531,402597.5986,1430500.0023,Tambaram
Manhole,254,Continuous,7.59680634033,18,PMH,5.13209823531,402642.4863,1430491.3054,Tambaram
Manhole,254,Continuous,7.7257669326,18,PMH,5.13209823531,402646.4166,1430516.9314,Tambaram
Manhole,254,Continuous,8.3805668391,18,PMH,5.13209823531,402677.35,1430534.3831,Tambaram
Manhole,254,Continuous,7.76675440767,18,PMH,5.13209823531,402648.1984,1430525.8125,Tambaram
Manhole,254,Continuous,8.04966795505,18,PMH,5.13209823531,402684.6298,1430561.0888,Tambaram
Manhole,254,Continuous,7.81074096627,18,PMH,5.13209823531,402659.5258,1430566.8535,Tambaram
Manhole,254,Continuous,7.55981764333,18,PMH,5.13209823531,402660.0075,1430584.116,Tambaram
Manhole,254,Continuous,7.48983902736,18,PMH,5.13209823531,402663.6088,1430601.3765,Tambaram
Manhole,254,Continuous,7.01098535529,18,PMH,5.13209823531,402676.1862,1430650.0239,Tambaram
Manhole,254,Continuous,7.23091814831,18,PMH,5.13209823531,402670.9255,1430629.1145,Tambaram
Manhole,254,Continuous,5.72137943258,18,PMH,5.13209823531,402639.0614,1430673.3813,Tambaram
Manhole,254,Continuous,5.87333299867,18,PMH,5.13209823531,402632.0375,1430642.3338,Tambaram
Manhole,254,Continuous,6.61910510591,18,PMH,5.13209823531,402622.1771,1430598.1138,Tambaram
Manhole,254,Continuous,6.36718208845,18,PMH,5.13209823531,402629.1166,1430614.762,Tambaram
Manhole,254,Continuous,5.18854225677,18,PMH,5.13209823531,402579.8145,1430633.8988,Tambaram
Manhole,254,Continuous,5.48845061088,18,PMH,5.13209823531,402571.6634,1430602.5888,Tambaram
Manhole,254,Continuous,5.4024768827,18,PMH,5.13209823531,402546.9587,1430576.0195,Tambaram
Manhole,254,Continuous,5.47945336026,18,PMH,5.13209823531,402562.2592,1430571.5791,Tambaram
Manhole,254,Continuous,6.14824898994,18,PMH,5.13209823531,402589.702,1430548.0353,Tambaram
Manhole,254,Continuous,5.49044999991,18,PMH,5.13209823531,402558.0651,1430557.5706,Tambaram
Manhole,254,Continuous,4.77266933906,18,PMH,5.13209823531,402516.9871,1430540.9795,Tambaram
Manhole,254,Continuous,4.72568369691,18,PMH,5.13209823531,402534.09,1430537.3891,Tambaram
Manhole,254,Continuous,5.56142831039,18,PMH,5.13209823531,402549.0663,1430511.1441,Tambaram
Manhole,254,Continuous,5.51644205727,18,PMH,5.13209823531,402550.7972,1430533.314,Tambaram
Manhole,254,Continuous,11.433633884,18,PMH,5.13209823531,402925.1665,1429773.4798,Tambaram
Manhole,254,Continuous,10.5788950748,18,PMH,5.13209823531,402928.6052,1429704.8184,Tambaram
Manhole,254,Continuous,10.7618391708,18,PMH,5.13209823531,402914.0862,1429749.6629,Tambaram
Manhole,254,Continuous,9.84911807976,18,PMH,5.13209823531,402878.4714,1429722.8405,Tambaram
Manhole,254,Continuous,9.39725615956,18,PMH,5.13209823531,402847.6465,1429740.5859,Tambaram
Manhole,254,Continuous,7.12495052985,18,PMH,5.13209823531,402585.8381,1430463.0504,Tambaram
Manhole,254,Continuous,7.13694686402,18,PMH,5.13209823531,402587.6599,1430472.5643,Tambaram
Manhole,254,Continuous,6.88502384656,18,PMH,5.13209823531,402569.5366,1430376.2287,Tambaram
Manhole,254,Continuous,9.065357581,18,PMH,5.13209823531,402910.7826,1428270.9043,Tambaram
Manhole,254,Continuous,9.01637254983,18,PMH,5.13209823531,402910.9704,1428283.4343,Tambaram
Manhole,254,Continuous,9.47423263711,18,PMH,5.13209823531,403004.5378,1428230.8697,Tambaram
Manhole,254,Continuous,9.25529953861,18,PMH,5.13209823531,402933.0102,1428188.3472,Tambaram
Manhole,254,Continuous,9.21531175806,18,PMH,5.13209823531,402938.9595,1428212.7222,Tambaram
Manhole,254,Continuous,9.23130687028,18,PMH,5.13209823531,402876.6158,1428064.5071,Tambaram
Manhole,254,Continuous,9.15133130918,18,PMH,5.13209823531,402874.26,1428110.0839,Tambaram
Manhole,254,Continuous,5.37048665826,18,PMH,5.13209823531,402464.9104,1430340.5246,Tambaram
Manhole,254,Continuous,5.10456791761,18,PMH,5.13209823531,402440.3736,1430264.169,Tambaram
Manhole,254,Continuous,6.83004064831,18,PMH,5.13209823531,402552.5864,1430271.0353,Tambaram
Manhole,254,Continuous,7.84273119071,18,PMH,5.13209823531,402600.8057,1430254.815,Tambaram
Manhole,254,Continuous,8.1186468765,18,PMH,5.13209823531,402597.0511,1430229.7747,Tambaram
Manhole,254,Continuous,8.08465726303,18,PMH,5.13209823531,402562.24,1430187.7939,Tambaram
Manhole,254,Continuous,8.1476380174,18,PMH,5.13209823531,402557.4242,1430170.2169,Tambaram
Manhole,254,Continuous,7.80674218822,18,PMH,5.13209823531,402540.4397,1430111.3646,Tambaram
Manhole,254,Continuous,6.29020561089,18,PMH,5.13209823531,402498.7441,1430002.4144,Tambaram
Manhole,254,Continuous,7.39486804856,18,PMH,5.13209823531,402507.8585,1430079.5237,Tambaram
Manhole,254,Continuous,7.59580664582,18,PMH,5.13209823531,402528.4838,1430075.284,Tambaram
Manhole,254,Continuous,7.28590134656,18,PMH,5.13209823531,402533.1445,1430019.4273,Tambaram
Manhole,254,Continuous,7.10295725055,18,PMH,5.13209823531,402542.6953,1429959.3503,Tambaram
Manhole,254,Continuous,9.38925860345,18,PMH,5.13209823531,402981.2591,1428084.6012,Tambaram
Manhole,254,Continuous,9.43624424559,18,PMH,5.13209823531,402988.5604,1428119.5781,Tambaram
Manhole,254,Continuous,10.9427838778,18,PMH,5.13209823531,403127.8084,1428167.0372,Tambaram
Manhole,254,Continuous,11.0167612718,18,PMH,5.13209823531,403133.2146,1428210.3803,Tambaram
Manhole,254,Continuous,10.8468132045,18,PMH,5.13209823531,403141.7084,1428246.0567,Tambaram
Manhole,254,Continuous,11.3126708479,18,PMH,5.13209823531,403167.0057,1428244.3696,Tambaram
Manhole,254,Continuous,10.6288798005,18,PMH,5.13209823531,403182.7847,1428272.6336,Tambaram
Manhole,254,Continuous,11.0977365274,18,PMH,5.13209823531,403229.7908,1428277.8576,Tambaram
Manhole,254,Continuous,12.2143952992,18,PMH,5.13209823531,403256.9578,1428220.276,Tambaram
Manhole,254,Continuous,6.98099451988,18,PMH,5.13209823531,402510.379,1429939.4873,Tambaram
Manhole,254,Continuous,7.06196977549,18,PMH,5.13209823531,402601.2816,1429900.2075,Tambaram
